CAT	AVENGER_4.0	长高的坟头	Common	4	["DeathRattle","Enhance"]	2026-09-06T13:56:31.088Z
CAT	AWAKENED_REAPER	来领人的家属	Uncommon	8	["Awaken","Bury"]	2026-09-06T13:56:31.089Z
CAT	BATTLE_HORN	最后一节课的铃	Uncommon	8	[]	2026-09-06T13:56:31.089Z
CAT	BEAST_REVIVER	笼里的东西	Common	4	["Revive"]	2026-09-06T13:56:31.088Z
CAT	BLACKSMITH_4.0	巷口的磨刀人	Common	4	["Enhance"]	2026-09-06T13:56:31.088Z
CAT	COMBO_GRANTER	多摆的一副碗筷	Uncommon	8	[]	2026-09-06T13:56:31.089Z
CAT	COMBO_STARTER	添灯油的长明灯	Uncommon	8	["EnhanceReaction"]	2026-09-06T13:56:31.089Z
CAT	CURSE_EATER	吞玻璃的人	Uncommon	8	["Curse"]	2026-09-06T13:56:31.089Z
CAT	CURSE_GARDENER	疯长的绿萝	Uncommon	8	["Curse","Revive"]	2026-09-06T13:56:31.089Z
CAT	CURSE_REVIVER	洗不掉的印子	Common	4	["Curse","Revive"]	2026-09-06T13:56:31.089Z
CAT	CURSE_SUMMONER	替人叫魂的喇叭	Uncommon	8	["Curse","Revive"]	2026-09-06T13:56:31.089Z
CAT	CURSE_THIRST_BEAST_4.0	偷吃供品的黄皮子	Uncommon	8	["Curse","Revive"]	2026-09-06T13:56:31.089Z
CAT	CURSE_THIRST_SHAMAN_4.0	咒食的萨满	Uncommon	8	["Curse","Enhance"]	2026-09-06T13:56:31.089Z
CAT	DEATHBED_GRANT	入殓师	Uncommon	8	["Bury","Passive"]	2026-09-06T13:56:31.089Z
CAT	DEATHBED_PORTER	抬上楼的纸别墅	Uncommon	8	["DeathRattle"]	2026-09-06T13:56:31.089Z
CAT	DECIMATION	还留着体温的空床	Rare	12	["MultiAttack","Bury"]	2026-09-06T13:56:31.089Z
CAT	DETERIORATION_4.0	洇开的污渍	Rare	12	["Curse"]	2026-09-06T13:56:31.089Z
